epoch,train_loss,train_rmse,train_r2,val_loss,val_rmse,val_r2
1,53237.63816892723,5.438425064086914,-0.0446768752535498,4.348713397979736,5.553889751434326,0.00811126578390764
2,50897.09201284374,5.317533493041992,0.0012514290218100799,4.216819763183594,5.407437801361084,0.05973225422743289
